321,267,337,217,430,247,414,297
318,267,335,217,428,248,412,297
316,266,333,217,427,248,410,298
313,267,329,218,424,248,409,297
309,259,328,219,414,261,394,301
306,259,325,219,413,261,394,301
304,259,323,219,411,261,392,301
302,259,321,219,409,261,391,301
300,258,319,219,408,262,389,301
297,257,315,219,404,261,386,300
296,257,314,218,403,261,385,300
296,252,314,217,398,262,379,297
295,252,313,217,397,262,378,297
293,252,312,217,395,262,376,297
292,252,310,217,394,262,375,296
290,251,309,216,392,262,372,296
285,252,303,217,389,261,371,296
284,252,302,217,388,261,370,296
283,252,301,217,387,261,369,296
283,252,301,217,386,261,368,296
283,251,300,217,386,262,368,295
281,252,299,216,389,261,370,297
282,252,300,216,389,261,371,297
283,252,301,216,390,261,371,297
284,252,302,216,391,261,373,297
285,251,303,216,391,261,373,296
288,250,309,211,396,257,375,297
289,250,310,211,397,257,376,297
292,250,314,211,399,257,378,296
294,249,316,211,400,258,378,297
295,250,317,211,402,257,381,297
296,248,319,209,402,258,379,297
295,244,316,209,401,260,380,296
296,244,317,209,402,260,381,296
298,244,319,209,404,260,383,296
301,245,322,209,408,259,387,296
303,245,324,209,409,259,389,295
305,244,325,209,410,259,390,295
306,245,327,209,412,259,392,295
307,245,328,209,414,259,393,295
309,245,329,209,415,259,395,294
316,247,333,216,414,261,396,292
317,247,334,216,415,261,397,292
318,247,335,216,415,261,397,292
319,247,336,216,416,261,398,292
319,247,336,216,416,261,399,291
320,246,337,216,416,261,399,291
322,247,339,217,418,262,401,292
315,243,336,209,420,260,399,295
316,243,337,209,421,260,400,295
317,243,338,209,422,260,401,295
318,244,338,210,423,260,403,294
318,243,339,210,423,261,402,294
319,243,339,210,424,261,403,294
317,243,338,210,423,261,402,294
317,243,338,210,421,261,401,295
317,243,337,210,421,261,401,294
316,243,337,210,421,261,400,294
322,250,339,218,420,261,403,293
322,250,339,218,420,261,403,293
321,250,338,218,419,261,402,293
321,250,338,218,419,261,402,293
321,250,338,218,418,261,401,293
321,250,337,219,418,261,402,292
325,254,339,221,423,258,409,291
325,254,339,221,423,258,409,291
325,255,340,222,424,258,410,291
326,254,340,222,424,258,410,291
326,255,341,222,425,258,411,291
327,255,341,222,425,258,411,291
328,255,342,223,425,258,411,291
328,255,343,222,425,259,411,291
329,255,343,223,426,259,412,291
329,254,343,222,427,259,412,291
332,256,344,225,428,259,416,290
332,256,345,225,428,259,416,290
333,256,345,225,429,259,417,290
333,256,346,225,430,259,417,290
334,257,347,226,430,259,418,290
335,257,347,226,431,259,419,290
336,257,348,226,431,260,419,290
335,256,348,225,433,260,421,291
329,245,345,217,426,266,409,293
329,245,346,217,427,266,410,294
330,245,346,217,428,266,411,294
332,244,348,217,431,267,414,294
333,244,349,217,431,267,415,294
333,244,350,217,432,266,415,294
334,244,350,217,432,266,415,293
334,244,351,217,432,266,415,293
334,244,351,217,433,266,416,293
335,248,351,221,432,266,416,294
336,248,352,220,432,266,416,294
336,248,352,221,433,266,417,294
336,248,353,220,433,266,416,295
337,249,353,221,434,266,417,295
337,249,354,221,432,267,416,295
337,248,354,221,433,267,416,295
339,250,355,222,434,268,417,296
340,250,356,222,434,268,418,296
363,269,366,252,442,266,439,284
363,269,366,252,443,266,440,284
362,270,366,252,443,267,440,285
361,269,365,251,443,267,439,286
360,269,364,251,442,267,438,286
361,270,365,252,442,267,438,285
361,270,365,252,442,267,439,285
361,270,365,253,442,267,439,285
360,271,364,253,442,268,438,286
360,271,364,253,442,268,438,286
360,271,364,253,442,268,438,286
360,271,364,253,441,268,438,287
360,271,364,253,441,268,437,287
359,272,363,254,440,269,436,287
362,274,365,255,440,267,437,285
362,274,365,255,440,267,437,286
361,274,364,255,439,268,436,286
361,274,364,255,439,268,436,287
360,274,363,255,439,268,436,287
359,274,362,255,439,268,436,287
359,274,362,255,439,269,436,287
379,280,380,269,432,272,431,283
379,280,380,269,432,273,431,284
380,281,381,270,434,274,433,285
381,281,382,270,435,275,434,285
382,281,383,270,437,275,436,285
384,281,385,271,438,275,437,285
385,282,386,270,438,275,437,286
386,282,387,271,438,275,437,286
386,282,387,271,438,276,437,286
386,282,387,272,437,276,436,286
385,283,386,272,436,276,435,287
384,283,385,273,436,276,435,286
384,283,385,273,435,276,434,286
383,283,384,272,435,277,434,287
383,284,384,273,435,277,434,287
386,283,387,275,435,277,434,284
